date,q
1958-12-25 08:00:00,1130.0
1959-01-19 08:00:00,1810.0
1959-02-01 00:01:00,1110.0
1959-03-08 07:00:00,438.0
1959-04-30 23:59:00,438.0
1959-05-02 07:00:00,511.0
1959-06-02 08:00:00,225.0
1959-07-20 07:00:00,153.0
1959-08-21 07:00:00,164.0
1959-09-30 23:59:00,129.0
1959-10-22 07:00:00,146.0
1959-11-21 07:00:00,146.0
1959-12-26 07:00:00,278.0
1960-01-06 07:00:00,397.0
1960-02-29 07:00:00,428.0
1960-03-06 07:00:00,530.0
1960-04-19 07:00:00,146.0
1960-05-26 07:00:00,219.0
1960-06-25 07:00:00,201.0
1960-07-17 07:00:00,124.0
1960-08-30 07:00:00,438.0
1960-09-02 07:00:00,456.0
1960-10-31 23:59:00,749.0
1960-11-02 07:00:00,801.0
1960-12-08 07:00:00,812.0
1961-01-06 07:00:00,1080.0
1961-02-09 07:00:00,1120.0
1961-03-03 07:00:00,595.0
1961-04-13 07:00:00,270.0
1961-05-30 07:00:00,311.0
1961-06-01 07:00:00,238.0
1961-07-09 07:00:00,146.0
1961-08-01 07:00:00,131.0
1961-09-29 07:00:00,138.0
1961-10-31 07:00:00,153.0
1961-11-17 07:00:00,278.0
1961-12-20 07:00:00,618.0
1962-01-18 07:00:00,975.0
1962-02-15 07:00:00,760.0
1962-03-31 23:59:00,713.0
1962-04-08 07:00:00,941.0
1962-05-25 07:00:00,614.0
1962-06-01 00:01:00,411.0
1962-07-09 07:00:00,189.0
1962-08-20 07:00:00,146.0
1962-09-07 07:00:00,131.0
1962-10-03 07:00:00,127.0
1962-11-21 07:00:00,138.0
1962-12-27 07:00:00,319.0
1963-01-08 07:00:00,410.0
1963-02-23 07:00:00,238.0
1963-03-23 07:00:00,438.0
1963-04-07 07:00:00,410.0
1963-05-24 07:00:00,343.0
1963-06-29 07:00:00,419.0
1963-07-01 00:01:00,268.0
1963-08-24 07:00:00,338.0
1963-09-01 07:00:00,253.0
1963-10-15 07:00:00,164.0
1963-11-28 07:00:00,634.0
1963-12-01 00:01:00,517.0
1964-01-20 07:00:00,245.0
1964-02-04 07:00:00,343.0
1964-03-27 07:00:00,787.0
1964-04-01 00:01:00,575.0
1964-05-25 07:00:00,338.0
1964-06-10 07:00:00,386.0
1964-07-24 07:00:00,153.0
1964-08-10 07:00:00,115.0
1964-09-06 08:00:00,213.0
1964-10-10 07:00:00,135.0
1964-11-23 07:00:00,189.0
1964-12-14 07:00:00,207.0
1965-01-31 23:59:00,654.0
1965-02-01 07:00:00,666.0
1965-03-28 07:00:00,787.0
1965-04-01 08:00:00,764.0
1965-05-07 07:00:00,524.0
1965-06-08 07:00:00,483.0
1965-07-02 07:00:00,213.0
1965-08-08 07:00:00,303.0
1965-09-20 07:00:00,365.0
1965-10-08 07:00:00,479.0
1965-11-30 23:59:00,791.0
1965-12-29 07:00:00,1320.0
1966-01-06 07:00:00,1410.0
1966-02-14 07:00:00,1210.0
1966-03-03 07:00:00,894.0
1966-04-19 07:00:00,767.0
1966-05-02 07:00:00,474.0
1966-06-23 07:00:00,261.0
1966-07-08 07:00:00,261.0
1966-08-07 07:00:00,303.0
1966-09-09 07:00:00,164.0
1966-10-26 07:00:00,338.0
1966-11-11 07:00:00,261.0
1966-12-15 07:00:00,1080.0
1967-01-02 07:00:00,1090.0
1967-02-03 07:00:00,708.0
1967-03-04 07:00:00,614.0
1967-04-01 07:00:00,303.0
1967-05-11 07:00:00,343.0
1967-06-16 07:00:00,183.0
1967-07-15 07:00:00,164.0
1967-08-02 07:00:00,164.0
1967-09-17 07:00:00,176.0
1967-10-21 07:00:00,238.0
1967-11-08 07:00:00,465.0
1967-12-31 23:59:00,880.0
1968-01-19 07:00:00,1570.0
1968-02-01 00:01:00,1070.0
1968-03-01 00:01:00,671.0
1968-04-01 07:00:00,428.0
1968-05-10 07:00:00,718.0
1968-06-01 00:01:00,455.0
1968-07-06 07:00:00,138.0
1968-08-31 23:59:00,328.0
1968-09-24 07:00:00,595.0
1968-10-01 07:00:00,514.0
1968-11-11 07:00:00,370.0
1968-12-30 07:00:00,843.0
1969-01-01 00:01:00,678.0
1969-02-27 07:00:00,699.0
1969-03-19 07:00:00,692.0
1969-04-30 23:59:00,600.0
1969-05-08 07:00:00,738.0
1969-06-05 07:00:00,410.0
1969-07-01 07:00:00,365.0
1969-08-02 07:00:00,153.0
1969-09-18 07:00:00,238.0
1969-10-02 07:00:00,124.0
1969-11-11 07:00:00,303.0
1969-12-26 07:00:00,465.0
1970-01-31 23:59:00,630.0
1970-02-27 17:00:00,1630.0
1970-03-05 07:00:00,1630.0
1970-04-15 07:00:00,969.0
1970-05-01 00:01:00,663.0
1970-06-22 07:00:00,354.0
1970-07-08 07:00:00,343.0
1970-08-20 07:00:00,207.0
1970-09-16 07:00:00,149.0
1970-10-10 07:00:00,176.0
1970-11-22 07:00:00,286.0
1970-12-10 07:00:00,376.0
1971-01-31 23:59:00,541.0
1971-02-01 07:00:00,556.0
1971-03-31 23:59:00,267.0
1971-04-01 07:00:00,270.0
1971-05-23 07:00:00,348.0
1971-06-14 07:00:00,332.0
1971-07-05 07:00:00,207.0
1971-08-07 07:00:00,164.0
1971-09-02 07:00:00,149.0
1971-10-30 07:00:00,153.0
1971-11-21 07:00:00,319.0
1971-12-07 07:00:00,189.0
1972-01-30 07:00:00,319.0
1972-02-20 07:00:00,424.0
1972-03-08 07:00:00,207.0
1972-04-15 07:00:00,327.0
1972-05-31 07:00:00,238.0
1972-06-05 07:00:00,201.0
1972-07-20 07:00:00,365.0
1972-08-22 07:00:00,498.0
1972-09-02 07:00:00,207.0
1972-10-23 07:00:00,158.0
1972-11-25 07:00:00,679.0
1972-12-01 00:01:00,495.0
1973-01-29 07:00:00,410.0
1973-02-15 07:00:00,679.0
1973-03-01 00:01:00,558.0
1973-04-08 07:00:00,207.0
1973-05-07 07:00:00,365.0
1973-06-02 07:00:00,504.0
1973-07-18 07:00:00,225.0
1973-08-22 07:00:00,207.0
1973-09-29 07:00:00,213.0
1973-10-15 07:00:00,245.0
1973-11-05 07:00:00,303.0
1973-12-28 07:00:00,781.0
2014-11-07 12:20:00,560.0
2014-12-21 01:53:00,735.0
2015-01-05 13:24:00,579.0
2015-03-06 08:04:00,488.0
2015-04-11 08:32:00,410.0
2015-05-25 00:05:00,298.0
2015-06-06 13:06:00,223.0
2016-01-14 14:05:00,434.0
