date,h
1954-12-31 07:00:00,181.0
1955-01-23 17:00:00,712.0
1955-02-14 12:00:00,453.0
1955-03-01 00:01:00,284.0
1955-04-01 00:01:00,190.0
1955-05-02 07:00:00,107.0
1955-06-14 07:00:00,125.0
1955-07-20 07:00:00,115.0
1955-08-02 07:00:00,111.0
1955-09-04 07:00:00,105.0
1955-10-24 07:00:00,109.0
1955-11-22 07:00:00,101.0
1955-12-31 23:59:00,141.0
1956-01-31 23:59:00,202.0
1956-02-02 07:00:00,211.0
1956-03-05 07:00:00,169.0
1956-04-18 07:00:00,177.0
1956-05-26 07:00:00,143.0
1956-06-05 07:00:00,139.0
1956-07-21 07:00:00,121.0
1956-08-31 07:00:00,126.0
1956-09-29 07:00:00,135.0
1956-10-09 07:00:00,125.0
1956-11-30 07:00:00,145.0
1956-12-04 07:00:00,163.0
1957-01-16 07:00:00,155.0
1957-02-28 23:59:00,471.0
1957-03-01 12:00:00,475.0
1957-04-01 07:00:00,129.0
1957-05-12 07:00:00,108.0
1957-06-26 07:00:00,131.0
1957-07-25 07:00:00,114.0
1957-08-05 07:00:00,110.0
1957-09-26 07:00:00,121.0
1957-10-22 07:00:00,117.0
1957-11-09 07:00:00,137.0
1957-12-16 07:00:00,141.0
1958-01-23 07:00:00,263.0
1958-02-28 07:00:00,547.0
1958-03-01 00:01:00,541.0
1958-04-01 00:01:00,197.0
1958-05-28 07:00:00,315.0
1958-06-01 00:01:00,267.0
1958-07-20 07:00:00,141.0
1958-08-23 07:00:00,117.0
1958-09-05 07:00:00,122.0
1958-10-18 07:00:00,121.0
1958-11-12 07:00:00,208.0
1958-12-25 08:00:00,387.0
1959-01-19 08:00:00,622.0
1959-02-01 00:01:00,376.0
1959-03-08 07:00:00,149.0
1959-04-30 23:59:00,149.0
1959-05-02 07:00:00,167.0
1959-06-02 08:00:00,113.0
1959-07-20 07:00:00,101.0
1959-08-21 07:00:00,103.0
1959-09-30 23:59:00,94.4
1959-10-22 07:00:00,99.0
1959-11-21 07:00:00,99.0
1959-12-26 07:00:00,120.0
1960-01-06 07:00:00,139.0
1960-02-29 07:00:00,147.0
1960-03-06 07:00:00,173.0
1960-04-19 07:00:00,99.0
1960-05-26 07:00:00,112.0
1960-06-25 07:00:00,109.0
1960-07-17 07:00:00,93.0
1960-08-30 07:00:00,149.0
1960-09-02 07:00:00,153.0
1960-10-31 23:59:00,240.0
1960-11-02 07:00:00,258.0
1960-12-08 07:00:00,262.0
1961-01-06 07:00:00,365.0
1961-02-09 07:00:00,383.0
1961-03-03 07:00:00,193.0
1961-04-13 07:00:00,119.0
1961-05-30 07:00:00,124.0
1961-06-01 07:00:00,115.0
1961-07-09 07:00:00,99.0
1961-08-01 07:00:00,95.0
1961-09-29 07:00:00,97.0
1961-10-31 07:00:00,101.0
1961-11-17 07:00:00,120.0
1961-12-20 07:00:00,200.0
1962-01-18 07:00:00,320.0
1962-02-15 07:00:00,244.0
1962-03-31 23:59:00,229.0
1962-04-08 07:00:00,308.0
1962-05-25 07:00:00,199.0
1962-06-01 00:01:00,143.0
1962-07-09 07:00:00,107.0
1962-08-20 07:00:00,99.0
1962-09-07 07:00:00,95.0
1962-10-03 07:00:00,94.0
1962-11-21 07:00:00,97.0
1962-12-27 07:00:00,125.0
1963-01-08 07:00:00,143.0
1963-02-23 07:00:00,115.0
1963-03-23 07:00:00,149.0
1963-04-07 07:00:00,143.0
1963-05-24 07:00:00,129.0
1963-06-29 07:00:00,145.0
1963-07-01 00:01:00,119.0
1963-08-24 07:00:00,128.0
1963-09-01 07:00:00,117.0
1963-10-15 07:00:00,103.0
1963-11-28 07:00:00,205.0
1963-12-01 00:01:00,169.0
1964-01-20 07:00:00,116.0
1964-02-04 07:00:00,129.0
1964-03-27 07:00:00,253.0
1964-04-01 00:01:00,187.0
1964-05-25 07:00:00,128.0
1964-06-10 07:00:00,137.0
1964-07-24 07:00:00,101.0
1964-08-10 07:00:00,90.0
1964-09-06 08:00:00,111.0
1964-10-10 07:00:00,96.0
1964-11-23 07:00:00,107.0
1964-12-14 07:00:00,110.0
1965-01-31 23:59:00,211.0
1965-02-01 07:00:00,215.0
1965-03-28 07:00:00,253.0
1965-04-01 08:00:00,245.0
1965-05-07 07:00:00,171.0
1965-06-08 07:00:00,159.0
1965-07-02 07:00:00,111.0
1965-08-08 07:00:00,123.0
1965-09-20 07:00:00,133.0
1965-10-08 07:00:00,158.0
1965-11-30 23:59:00,254.0
1965-12-29 07:00:00,460.0
1966-01-06 07:00:00,491.0
1966-02-14 07:00:00,417.0
1966-03-03 07:00:00,291.0
1966-04-19 07:00:00,246.0
1966-05-02 07:00:00,157.0
1966-06-23 07:00:00,118.0
1966-07-08 07:00:00,118.0
1966-08-07 07:00:00,123.0
1966-09-09 07:00:00,103.0
1966-10-26 07:00:00,128.0
1966-11-11 07:00:00,118.0
1966-12-15 07:00:00,363.0
1967-01-02 07:00:00,368.0
1967-02-03 07:00:00,228.0
1967-03-04 07:00:00,199.0
1967-04-01 07:00:00,123.0
1967-05-11 07:00:00,129.0
1967-06-16 07:00:00,106.0
1967-07-15 07:00:00,103.0
1967-08-02 07:00:00,103.0
1967-09-17 07:00:00,105.0
1967-10-21 07:00:00,115.0
1967-11-08 07:00:00,155.0
1967-12-31 23:59:00,286.0
1968-01-19 07:00:00,546.0
1968-02-01 00:01:00,362.0
1968-03-01 00:01:00,217.0
1968-04-01 07:00:00,147.0
1968-05-10 07:00:00,231.0
1968-06-01 00:01:00,153.0
1968-07-06 07:00:00,97.0
1968-08-31 23:59:00,126.0
1968-09-24 07:00:00,193.0
1968-10-01 07:00:00,168.0
1968-11-11 07:00:00,134.0
1968-12-30 07:00:00,273.0
1969-01-01 00:01:00,219.0
1969-02-27 07:00:00,225.0
1969-03-19 07:00:00,223.0
1969-04-30 23:59:00,194.0
1969-05-08 07:00:00,237.0
1969-06-05 07:00:00,143.0
1969-07-01 07:00:00,133.0
1969-08-02 07:00:00,101.0
1969-09-18 07:00:00,115.0
1969-10-02 07:00:00,93.0
1969-11-11 07:00:00,123.0
1969-12-26 07:00:00,155.0
1970-01-31 23:59:00,204.0
1970-02-27 17:00:00,563.0
1970-03-05 07:00:00,563.0
1970-04-15 07:00:00,318.0
1970-05-01 00:01:00,214.0
1970-06-22 07:00:00,131.0
1970-07-08 07:00:00,129.0
1970-08-20 07:00:00,110.0
1970-09-16 07:00:00,100.0
1970-10-10 07:00:00,105.0
1970-11-22 07:00:00,121.0
1970-12-10 07:00:00,135.0
1971-01-31 23:59:00,176.0
1971-02-01 07:00:00,181.0
1971-03-31 23:59:00,119.0
1971-04-01 07:00:00,119.0
1971-05-23 07:00:00,130.0
1971-06-14 07:00:00,127.0
1971-07-05 07:00:00,110.0
1971-08-07 07:00:00,103.0
1971-09-02 07:00:00,100.0
1971-10-30 07:00:00,101.0
1971-11-21 07:00:00,125.0
1971-12-07 07:00:00,107.0
1972-01-30 07:00:00,125.0
1972-02-20 07:00:00,146.0
1972-03-08 07:00:00,110.0
1972-04-15 07:00:00,126.0
1972-05-31 07:00:00,115.0
1972-06-05 07:00:00,109.0
1972-07-20 07:00:00,133.0
1972-08-22 07:00:00,163.0
1972-09-02 07:00:00,110.0
1972-10-23 07:00:00,102.0
1972-11-25 07:00:00,219.0
1972-12-01 00:01:00,162.0
1973-01-29 07:00:00,143.0
1973-02-15 07:00:00,219.0
1973-03-01 00:01:00,182.0
1973-04-08 07:00:00,110.0
1973-05-07 07:00:00,133.0
1973-06-02 07:00:00,165.0
1973-07-18 07:00:00,113.0
1973-08-22 07:00:00,110.0
1973-09-29 07:00:00,111.0
1973-10-15 07:00:00,116.0
1973-11-05 07:00:00,123.0
1973-12-28 07:00:00,251.0
1974-01-01 00:01:00,0.0
2014-11-07 12:20:00,182.0
2014-12-21 01:53:00,236.0
2015-01-05 13:24:00,188.0
2015-05-25 00:05:00,122.0
2015-06-06 13:06:00,113.0
2016-01-14 14:05:00,148.0
2016-02-03 10:39:00,174.0
1990-01-27 15:00:00,154.0
1990-02-16 21:00:00,284.0
1990-03-02 15:00:00,187.0
1990-04-26 03:00:00,115.0
1990-05-05 03:00:00,108.0
1990-06-27 15:00:00,126.0
1990-07-09 03:00:00,115.0
1990-08-30 09:00:00,108.0
1990-09-30 21:00:00,136.0
1990-10-01 03:00:00,140.0
1990-11-26 21:00:00,162.0
1990-12-31 21:00:00,249.0
1991-01-10 21:00:00,342.0
1991-02-23 15:00:00,154.0
1991-03-23 09:00:00,190.0
1991-04-01 06:59:00,126.0
1991-05-01 06:59:00,109.0
1991-06-11 06:59:00,112.0
1991-07-12 06:59:00,109.0
1991-08-08 06:59:00,123.0
1991-09-12 06:59:00,111.0
1991-10-17 06:59:00,115.0
1991-11-17 06:59:00,138.0
1991-12-26 06:59:00,158.0
1992-01-07 08:29:00,137.0
1992-02-29 18:00:00,133.0
1992-03-29 13:59:00,169.0
1992-04-06 07:29:00,176.0
1992-05-25 19:59:00,136.0
1992-06-01 01:59:00,159.0
1992-07-09 07:59:00,128.0
1992-08-31 15:59:00,143.0
1992-09-01 16:59:00,125.0
1992-10-31 23:29:00,147.0
1992-11-23 15:28:00,258.0
1992-12-06 21:59:00,303.0
1993-01-29 14:52:00,230.0
1993-02-02 01:52:00,200.0
1993-03-04 16:15:00,120.0
1993-04-29 09:00:00,120.0
1993-05-23 08:07:00,126.0
1993-06-22 15:45:00,130.0
1993-07-04 12:45:00,136.0
1993-08-18 11:15:00,110.0
1993-09-25 08:22:00,141.0
1993-10-15 17:45:00,237.0
1993-11-05 01:07:00,186.0
1993-12-28 18:37:00,378.0
1994-01-11 23:45:00,482.0
1994-02-06 00:00:00,421.0
1994-03-04 15:31:00,254.0
1994-04-11 19:46:00,326.0
1994-05-25 06:30:00,175.0
1994-06-11 07:00:00,178.0
1994-07-19 12:30:00,148.0
1994-08-09 22:59:00,154.0
1994-09-20 13:59:00,149.0
1994-10-29 18:00:00,119.0
1994-11-05 10:59:00,156.0
1994-12-31 11:29:00,186.0
1995-01-30 04:00:00,501.0
1995-02-02 05:15:00,482.0
1995-03-23 08:45:00,399.0
1995-04-28 15:46:00,337.0
1995-05-02 09:46:00,309.0
1995-06-04 22:00:00,139.0
1995-07-02 17:31:00,180.0
1995-08-07 16:00:00,132.0
1995-09-07 09:01:00,136.0
1995-10-06 16:00:00,145.0
1995-11-21 16:00:00,124.0
1995-12-26 13:30:00,198.0
1996-01-13 16:30:00,172.0
1996-02-15 16:00:00,205.0
1996-03-01 15:01:00,147.0
1996-04-02 15:01:00,117.0
1996-05-19 14:31:00,121.0
1996-06-01 15:31:00,108.0
1996-07-05 09:01:00,137.0
1996-08-11 00:00:00,125.0
1996-09-19 17:15:00,116.0
1996-10-01 10:59:00,113.0
1996-11-30 23:59:00,260.0
1996-12-03 21:23:00,338.0
1997-01-21 12:00:00,137.0
1997-02-28 16:16:00,324.0
1997-03-01 00:01:00,319.0
1997-04-03 15:15:00,121.0
1997-05-06 11:00:00,145.0
1997-06-30 00:00:00,144.0
1997-07-02 17:30:00,140.0
1997-08-06 04:01:00,146.0
1997-09-04 16:30:00,122.0
1997-10-07 00:00:00,136.0
1997-11-13 17:45:00,144.0
1997-12-20 04:30:00,250.0
1998-01-21 07:00:00,311.0
1998-02-01 14:45:00,182.0
1998-03-14 14:45:00,131.0
1998-04-30 23:59:00,339.0
1998-05-02 15:45:00,359.0
1998-06-06 20:30:00,115.0
1998-07-10 14:40:00,117.0
1998-08-01 19:01:00,123.0
1998-09-02 11:36:00,132.0
1998-10-30 16:30:00,230.0
1998-11-02 17:30:00,257.0
1998-12-28 10:30:00,179.0
1999-01-31 17:26:00,249.0
1999-02-25 14:18:00,400.0
1999-03-13 23:51:00,451.0
1999-04-16 16:01:00,294.0
1999-05-20 16:42:00,165.0
1999-06-05 23:10:00,112.0
1999-07-06 17:01:00,138.0
1999-08-25 21:41:00,109.0
1999-09-19 23:41:00,138.0
1999-10-05 12:41:00,151.0
1999-11-04 16:21:00,154.0
1999-12-31 17:51:00,519.0
2000-01-01 00:00:00,519.0
2000-02-21 13:08:00,355.0
2000-03-06 01:41:00,311.0
2000-04-24 16:48:00,231.0
2000-05-01 00:01:00,179.0
2000-06-13 18:21:00,161.0
2000-07-07 15:47:00,188.0
2000-08-02 20:01:00,160.0
2000-09-30 06:20:00,143.0
2000-10-16 11:51:00,207.0
2000-11-28 03:27:00,331.0
2000-12-03 17:52:00,307.0
2001-01-07 11:09:00,298.0
2001-02-09 09:42:00,303.0
2001-03-24 21:03:00,521.0
2001-04-01 00:01:00,452.0
2001-05-03 14:20:00,420.0
2001-06-08 10:08:00,156.0
2001-07-07 02:49:00,238.0
2001-08-09 08:41:00,147.0
2001-09-21 08:02:00,168.0
2001-10-22 17:50:00,208.0
2001-11-30 23:59:00,201.0
2001-12-31 23:59:00,392.0
2002-01-01 19:14:00,401.0
2002-02-23 04:49:00,394.0
2002-03-03 15:45:00,410.0
2002-04-01 00:01:00,182.0
2002-05-22 07:35:00,123.0
2002-06-20 09:33:00,138.0
2002-07-13 08:15:00,125.0
2002-08-28 19:35:00,131.0
2002-09-09 16:00:00,117.0
2002-10-26 11:19:00,154.0
2002-11-12 15:19:00,281.0
2002-12-31 19:33:00,297.0
2003-01-08 01:14:00,413.0
2003-02-06 01:41:00,353.0
2003-03-08 13:29:00,155.0
2003-04-14 13:23:00,145.0
2003-05-01 19:17:00,145.0
2003-06-04 15:55:00,122.0
2003-07-09 17:01:00,119.0
2003-08-18 07:21:00,141.0
2003-09-12 08:50:00,107.0
2003-10-23 10:10:00,115.0
2003-11-03 18:51:00,130.0
2003-12-04 14:06:00,134.0
2004-01-21 18:44:00,374.0
2004-02-01 01:17:00,295.0
2004-03-24 14:12:00,131.0
2004-04-30 07:48:00,152.0
2004-05-10 14:44:00,193.0
2004-06-02 14:20:00,123.0
2004-07-26 19:37:00,127.0
2004-08-18 16:29:00,147.0
2004-09-11 19:36:00,116.0
2004-10-20 18:29:00,133.0
2004-11-10 05:10:00,160.0
2004-12-21 14:00:00,184.0
2005-01-24 15:46:00,195.0
2005-02-16 01:53:00,197.0
2005-03-14 13:53:00,145.0
2005-04-18 20:34:00,155.0
2005-05-01 10:40:00,140.0
2005-06-23 17:57:00,117.0
2005-07-04 11:23:00,129.0
2005-08-02 16:22:00,118.0
2005-09-14 13:59:00,128.0
2005-10-10 16:13:00,123.0
2005-11-07 15:12:00,122.0
2005-12-08 00:06:00,135.0
2006-01-02 18:53:00,146.0
2006-02-19 23:59:00,220.0
2006-03-14 08:37:00,341.0
2006-04-01 00:01:00,251.0
2006-05-12 18:50:00,167.0
2006-06-01 15:25:00,120.0
2006-07-07 14:03:00,130.0
2006-08-17 20:28:00,130.0
2006-09-24 00:54:00,133.0
2006-10-05 12:07:00,175.0
2006-11-28 17:40:00,211.0
2006-12-08 11:33:00,196.0
2007-01-25 10:11:00,187.0
2007-02-17 08:39:00,277.0
2007-03-06 18:51:00,310.0
2007-04-01 10:50:00,183.0
2007-05-20 11:12:00,129.0
2007-06-17 02:43:00,138.0
2007-07-23 15:47:00,129.0
2007-08-23 18:33:00,165.0
2007-09-01 02:15:00,130.0
2007-10-04 23:20:00,130.0
2007-11-12 01:39:00,118.0
2007-12-12 14:30:00,238.0
2008-01-17 19:10:00,157.0
2008-02-07 08:51:00,246.0
2008-03-28 23:13:00,309.0
2008-04-15 17:30:00,306.0
2008-05-01 00:01:00,202.0
2008-06-13 14:05:00,156.0
2008-07-07 12:33:00,153.0
2008-08-07 08:15:00,160.0
2008-09-14 14:24:00,144.0
2008-10-27 09:09:00,134.0
2008-11-28 14:11:00,135.0
2008-12-11 05:47:00,170.0
2009-01-26 17:45:00,177.0
2009-02-11 10:03:00,170.0
2009-03-04 16:44:00,150.0
2009-04-28 18:26:00,132.0
2009-05-12 07:41:00,128.0
2009-06-15 18:02:00,123.0
2009-07-17 14:24:00,119.0
2009-08-05 18:55:00,115.0
2009-09-04 14:00:00,112.0
2009-10-05 16:19:00,115.0
2009-11-04 16:10:00,134.0
2009-12-31 21:26:00,173.0
2015-01-31 20:24:00,278.0
2015-02-02 09:35:00,307.0
2015-03-03 11:16:00,214.0
2015-04-01 14:05:00,186.0
2015-05-06 12:15:00,349.0
2015-06-06 13:06:00,113.0
2015-07-26 16:16:00,106.0
2015-08-27 19:16:00,114.0
2015-09-02 12:56:00,120.0
2015-10-06 13:07:00,122.0
2015-11-22 00:00:00,140.0
2015-12-02 15:00:00,128.0
2016-01-04 00:45:00,116.0
2016-02-15 11:09:00,316.0
2016-03-08 18:19:00,291.0
2016-04-08 12:56:00,219.0
2016-05-01 08:46:00,150.0
