Date;Type;Valeur
30/12/1916 15:00;Débit;1070
30/12/1916 15:00;Hauteur;362
13/01/1917 08:00;Débit;1370
13/01/1917 08:00;Hauteur;476
13/01/1917 08:00;Débit;1370
13/01/1917 08:00;Hauteur;476
24/02/1917 08:00;Débit;572
24/02/1917 08:00;Hauteur;186
31/03/1917 23:59;Débit;887
31/03/1917 23:59;Hauteur;289
03/04/1917 07:00;Débit;1030
03/04/1917 07:00;Hauteur;345
01/05/1917 00:01;Débit;603
01/05/1917 00:01;Hauteur;196
01/06/1917 00:01;Débit;327
01/06/1917 00:01;Hauteur;126
03/07/1917 07:00;Débit;213
03/07/1917 07:00;Hauteur;111
17/08/1917 07:00;Débit;238
17/08/1917 07:00;Hauteur;115
16/09/1917 07:00;Débit;142
16/09/1917 07:00;Hauteur;98
21/10/1917 15:00;Débit;618
21/10/1917 15:00;Hauteur;200
06/11/1917 08:00;Débit;699
06/11/1917 08:00;Hauteur;225
01/12/1917 08:00;Débit;618
01/12/1917 08:00;Hauteur;200
20/01/1918 15:00;Débit;1090
20/01/1918 15:00;Hauteur;370
20/01/1918 15:00;Débit;1090
20/01/1918 15:00;Hauteur;370
01/02/1918 00:01;Débit;636
01/02/1918 00:01;Hauteur;206
09/03/1918 08:00;Débit;790
09/03/1918 08:00;Hauteur;254
06/04/1918 07:00;Débit;874
06/04/1918 07:00;Hauteur;284
15/05/1918 07:00;Débit;843
15/05/1918 07:00;Hauteur;273
02/06/1918 07:00;Débit;438
02/06/1918 07:00;Hauteur;149
01/07/1918 00:01;Débit;156
01/07/1918 00:01;Hauteur;102
15/08/1918 07:00;Débit;146
15/08/1918 07:00;Hauteur;99
17/09/1918 07:00;Débit;183
17/09/1918 07:00;Hauteur;106
20/10/1918 07:00;Débit;164
20/10/1918 07:00;Hauteur;103
30/11/1918 23:59;Débit;294
30/11/1918 23:59;Hauteur;122
29/12/1918 08:00;Débit;1040
29/12/1918 08:00;Hauteur;348
10/01/1919 08:00;Débit;1770
10/01/1919 08:00;Hauteur;611
10/01/1919 08:00;Débit;1770
10/01/1919 08:00;Hauteur;611
28/02/1919 23:59;Débit;1350
28/02/1919 23:59;Hauteur;471
01/03/1919 08:00;Débit;1380
01/03/1919 08:00;Hauteur;480
17/04/1919 08:00;Débit;1260
17/04/1919 08:00;Hauteur;440
07/05/1919 08:00;Débit;1170
07/05/1919 08:00;Hauteur;400
01/06/1919 00:01;Débit;474
01/06/1919 00:01;Hauteur;157
10/07/1919 08:00;Débit;207
10/07/1919 08:00;Hauteur;110
22/08/1919 08:00;Débit;138
22/08/1919 08:00;Hauteur;97
24/09/1919 08:00;Débit;131
24/09/1919 08:00;Hauteur;95
04/10/1919 08:00;Débit;138
04/10/1919 08:00;Hauteur;97
30/11/1919 08:00;Débit;880
30/11/1919 08:00;Hauteur;286
31/12/1919 23:59;Débit;1490
31/12/1919 23:59;Hauteur;519
05/01/1920 08:00;Débit;1950
05/01/1920 08:00;Hauteur;665
05/01/1920 08:00;Débit;1950
05/01/1920 08:00;Hauteur;665
01/02/1920 08:00;Débit;919
01/02/1920 08:00;Hauteur;300
19/03/1920 08:00;Débit;795
19/03/1920 08:00;Hauteur;256
15/04/1920 07:00;Débit;1010
15/04/1920 07:00;Hauteur;335
03/05/1920 07:00;Débit;663
03/05/1920 07:00;Hauteur;214
01/06/1920 00:01;Débit;256
01/06/1920 00:01;Hauteur;117
09/07/1920 07:00;Débit;225
09/07/1920 07:00;Hauteur;113
07/08/1920 07:00;Débit;142
07/08/1920 07:00;Hauteur;98
03/09/1920 07:00;Débit;176
03/09/1920 07:00;Hauteur;105
18/10/1920 07:00;Débit;231
18/10/1920 07:00;Hauteur;114
16/11/1920 08:00;Débit;127
16/11/1920 08:00;Hauteur;94
07/12/1920 08:00;Débit;189
07/12/1920 08:00;Hauteur;107
26/07/1921 07:00;Débit;270
26/07/1921 07:00;Hauteur;119
21/01/1921 07:00;Débit;270
21/01/1921 07:00;Hauteur;119
12/02/1921 08:00;Débit;238
12/02/1921 08:00;Hauteur;115
01/03/1921 08:00;Débit;153
01/03/1921 08:00;Hauteur;101
23/04/1921 07:00;Débit;142
23/04/1921 07:00;Hauteur;98
22/05/1921 07:00;Débit;245
22/05/1921 07:00;Hauteur;116
06/06/1921 07:00;Débit;146
06/06/1921 07:00;Hauteur;99
26/07/1921 07:00;Débit;270
26/07/1921 07:00;Hauteur;119
16/08/1921 07:00;Débit;170
16/08/1921 07:00;Hauteur;104
14/09/1921 07:00;Débit;189
14/09/1921 07:00;Hauteur;107
24/10/1921 07:00;Débit;176
24/10/1921 07:00;Hauteur;105
03/11/1921 07:00;Débit;153
03/11/1921 07:00;Hauteur;101
05/12/1921 07:00;Débit;138
05/12/1921 07:00;Hauteur;97
06/05/1922 15:00;Débit;1180
06/05/1922 15:00;Hauteur;404
17/01/1922 07:00;Débit;517
17/01/1922 07:00;Hauteur;169
13/02/1922 07:00;Débit;686
13/02/1922 07:00;Hauteur;221
01/03/1922 00:01;Débit;500
01/03/1922 00:01;Hauteur;164
30/04/1922 23:59;Débit;1050
30/04/1922 23:59;Hauteur;354
06/05/1922 15:00;Débit;1180
06/05/1922 15:00;Hauteur;404
01/06/1922 00:01;Débit;275
01/06/1922 00:01;Hauteur;120
06/07/1922 07:00;Débit;146
06/07/1922 07:00;Hauteur;99
30/08/1922 07:00;Débit;149
30/08/1922 07:00;Hauteur;100
15/09/1922 07:00;Débit;164
15/09/1922 07:00;Hauteur;103
31/10/1922 07:00;Débit;231
31/10/1922 07:00;Hauteur;114
12/11/1922 07:00;Débit;702
12/11/1922 07:00;Hauteur;226
31/12/1922 23:59;Débit;1020
31/12/1922 23:59;Hauteur;340
31/12/1923 23:59;Débit;1730
31/12/1923 23:59;Hauteur;597
10/01/1923 07:00;Débit;1100
10/01/1923 07:00;Hauteur;374
28/02/1923 23:59;Débit;1020
28/02/1923 23:59;Hauteur;341
12/03/1923 14:00;Débit;1530
12/03/1923 14:00;Hauteur;532
01/04/1923 00:01;Débit;541
01/04/1923 00:01;Hauteur;176
18/05/1923 07:00;Débit;433
18/05/1923 07:00;Hauteur;148
01/06/1923 00:01;Débit;304
01/06/1923 00:01;Hauteur;123
17/07/1923 07:00;Débit;207
17/07/1923 07:00;Hauteur;110
06/08/1923 07:00;Débit;183
06/08/1923 07:00;Hauteur;106
21/09/1923 07:00;Débit;189
21/09/1923 07:00;Hauteur;107
31/10/1923 23:59;Débit;718
31/10/1923 23:59;Hauteur;231
30/11/1923 23:59;Débit;800
30/11/1923 23:59;Hauteur;258
31/12/1923 23:59;Débit;1730
31/12/1923 23:59;Hauteur;597
06/01/1924 07:00;Débit;2180
06/01/1924 07:00;Hauteur;732
06/01/1924 07:00;Débit;2180
06/01/1924 07:00;Hauteur;732
01/02/1924 00:01;Débit;669
01/02/1924 00:01;Hauteur;216
08/03/1924 07:00;Débit;938
08/03/1924 07:00;Hauteur;307
18/04/1924 07:00;Débit;843
18/04/1924 07:00;Hauteur;273
09/05/1924 07:00;Débit;715
09/05/1924 07:00;Hauteur;230
05/06/1924 07:00;Débit;238
05/06/1924 07:00;Hauteur;115
09/07/1924 07:00;Débit;189
09/07/1924 07:00;Hauteur;107
31/08/1924 23:59;Débit;189
31/08/1924 23:59;Hauteur;107
01/09/1924 07:00;Débit;195
01/09/1924 07:00;Hauteur;108
31/10/1924 23:59;Débit;466
31/10/1924 23:59;Hauteur;155
13/11/1924 07:00;Débit;1340
13/11/1924 07:00;Hauteur;465
31/12/1924 07:00;Débit;520
31/12/1924 07:00;Hauteur;170
31/12/1925 23:59;Débit;1350
31/12/1925 23:59;Hauteur;470
29/01/1925 07:00;Débit;488
29/01/1925 07:00;Hauteur;160
19/02/1925 07:00;Débit;930
19/02/1925 07:00;Hauteur;304
01/03/1925 07:00;Débit;835
01/03/1925 07:00;Hauteur;270
30/04/1925 23:59;Débit;613
30/04/1925 23:59;Hauteur;199
02/05/1925 07:00;Débit;741
02/05/1925 07:00;Hauteur;238
26/06/1925 07:00;Débit;303
26/06/1925 07:00;Hauteur;123
07/07/1925 07:00;Débit;354
07/07/1925 07:00;Hauteur;131
04/08/1925 07:00;Débit;338
04/08/1925 07:00;Hauteur;128
28/09/1925 07:00;Débit;682
28/09/1925 07:00;Hauteur;220
03/10/1925 07:00;Débit;533
03/10/1925 07:00;Hauteur;174
13/11/1925 07:00;Débit;919
13/11/1925 07:00;Hauteur;300
31/12/1925 23:59;Débit;1350
31/12/1925 23:59;Hauteur;470
08/01/1926 07:00;Débit;1740
08/01/1926 07:00;Hauteur;602
08/01/1926 07:00;Débit;1740
08/01/1926 07:00;Hauteur;602
07/02/1926 07:00;Débit;1080
07/02/1926 07:00;Hauteur;365
10/03/1926 07:00;Débit;863
10/03/1926 07:00;Hauteur;280
28/04/1926 07:00;Débit;524
28/04/1926 07:00;Hauteur;171
22/05/1926 07:00;Débit;1040
22/05/1926 07:00;Hauteur;350
18/06/1926 07:00;Débit;975
18/06/1926 07:00;Hauteur;320
01/07/1926 00:01;Débit;539
01/07/1926 00:01;Hauteur;176
02/08/1926 07:00;Débit;219
02/08/1926 07:00;Hauteur;112
25/09/1926 07:00;Débit;135
25/09/1926 07:00;Hauteur;96
31/10/1926 07:00;Débit;207
31/10/1926 07:00;Hauteur;110
09/11/1926 07:00;Débit;392
09/11/1926 07:00;Hauteur;138
03/12/1926 07:00;Débit;442
03/12/1926 07:00;Hauteur;150
12/03/1927 07:00;Débit;1170
12/03/1927 07:00;Hauteur;400
25/01/1927 07:00;Débit;807
25/01/1927 07:00;Hauteur;260
28/02/1927 23:59;Débit;917
28/02/1927 23:59;Hauteur;299
12/03/1927 07:00;Débit;1170
12/03/1927 07:00;Hauteur;400
08/04/1927 07:00;Débit;857
08/04/1927 07:00;Hauteur;278
08/05/1927 07:00;Débit;470
08/05/1927 07:00;Hauteur;156
04/06/1927 07:00;Débit;219
04/06/1927 07:00;Hauteur;112
12/07/1927 07:00;Débit;511
12/07/1927 07:00;Hauteur;167
29/08/1927 07:00;Débit;170
29/08/1927 07:00;Hauteur;104
29/09/1927 07:00;Débit;507
29/09/1927 07:00;Hauteur;166
01/10/1927 00:01;Débit;402
01/10/1927 00:01;Hauteur;140
14/11/1927 07:00;Débit;734
14/11/1927 07:00;Hauteur;236
27/12/1927 07:00;Débit;666
27/12/1927 07:00;Hauteur;215
17/02/1928 07:00;Débit;1260
17/02/1928 07:00;Hauteur;439
21/01/1928 07:00;Débit;835
21/01/1928 07:00;Hauteur;270
17/02/1928 07:00;Débit;1260
17/02/1928 07:00;Hauteur;439
01/03/1928 00:01;Débit;768
01/03/1928 00:01;Hauteur;247
20/04/1928 07:00;Débit;715
20/04/1928 07:00;Hauteur;230
08/05/1928 07:00;Débit;823
08/05/1928 07:00;Hauteur;266
08/06/1928 07:00;Débit;479
08/06/1928 07:00;Hauteur;158
05/07/1928 07:00;Débit;207
05/07/1928 07:00;Hauteur;110
02/08/1928 07:00;Débit;370
02/08/1928 07:00;Hauteur;134
04/09/1928 07:00;Débit;170
04/09/1928 07:00;Hauteur;104
29/10/1928 07:00;Débit;207
29/10/1928 07:00;Hauteur;110
30/11/1928 23:59;Débit;919
30/11/1928 23:59;Hauteur;300
06/12/1928 07:00;Débit;953
06/12/1928 07:00;Hauteur;312
02/01/1929 07:00;Hauteur;268
02/01/1929 07:00;Débit;829
02/01/1929 07:00;Hauteur;268
14/02/1929 07:00;Débit;507
14/02/1929 07:00;Hauteur;166
01/03/1929 07:00;Débit;343
01/03/1929 07:00;Hauteur;129
18/04/1929 07:00;Débit;176
18/04/1929 07:00;Hauteur;105
18/05/1929 07:00;Débit;146
18/05/1929 07:00;Hauteur;99
08/06/1929 07:00;Débit;278
08/06/1929 07:00;Hauteur;120
10/07/1929 07:00;Débit;219
10/07/1929 07:00;Hauteur;112
01/08/1929 07:00;Débit;138
01/08/1929 07:00;Hauteur;97
04/09/1929 07:00;Débit;127
04/09/1929 07:00;Hauteur;94
09/10/1929 07:00;Débit;131
09/10/1929 07:00;Hauteur;95
26/11/1929 07:00;Débit;404
26/11/1929 07:00;Hauteur;141
31/12/1929 23:59;Débit;664
31/12/1929 23:59;Hauteur;214
02/12/1930 07:00;Débit;1760
02/12/1930 07:00;Hauteur;608
16/01/1930 07:00;Débit;933
16/01/1930 07:00;Hauteur;305
07/02/1930 07:00;Débit;559
07/02/1930 07:00;Hauteur;182
26/03/1930 07:00;Débit;880
26/03/1930 07:00;Hauteur;286
01/04/1930 00:01;Débit;680
01/04/1930 00:01;Hauteur;219
29/05/1930 07:00;Débit;670
29/05/1930 07:00;Hauteur;216
03/06/1930 07:00;Débit;550
03/06/1930 07:00;Hauteur;179
04/07/1930 07:00;Débit;415
04/07/1930 07:00;Hauteur;144
08/08/1930 07:00;Débit;370
08/08/1930 07:00;Hauteur;134
16/09/1930 07:00;Débit;261
16/09/1930 07:00;Hauteur;118
17/10/1930 07:00;Débit;995
17/10/1930 07:00;Hauteur;330
30/11/1930 23:59;Débit;1700
30/11/1930 23:59;Hauteur;588
02/12/1930 07:00;Débit;1760
02/12/1930 07:00;Hauteur;608
13/03/1931 07:00;Débit;1680
13/03/1931 07:00;Hauteur;583
31/01/1931 23:59;Débit;1080
31/01/1931 23:59;Hauteur;365
03/02/1931 07:00;Débit;1120
03/02/1931 07:00;Hauteur;380
13/03/1931 07:00;Débit;1680
13/03/1931 07:00;Hauteur;583
29/04/1931 07:00;Débit;650
29/04/1931 07:00;Hauteur;210
22/05/1931 07:00;Débit;734
22/05/1931 07:00;Hauteur;236
01/06/1931 00:01;Débit;513
01/06/1931 00:01;Hauteur;168
19/07/1931 07:00;Débit;207
19/07/1931 07:00;Hauteur;110
26/08/1931 07:00;Débit;527
26/08/1931 07:00;Hauteur;172
07/09/1931 07:00;Débit;695
07/09/1931 07:00;Hauteur;224
14/10/1931 07:00;Débit;543
14/10/1931 07:00;Hauteur;177
30/11/1931 23:59;Débit;414
30/11/1931 23:59;Hauteur;144
14/12/1931 07:00;Débit;660
14/12/1931 07:00;Hauteur;213
11/01/1932 07:00;Débit;995
11/01/1932 07:00;Hauteur;330
11/01/1932 07:00;Débit;995
11/01/1932 07:00;Hauteur;330
01/02/1932 00:01;Débit;454
01/02/1932 00:01;Hauteur;153
11/03/1932 07:00;Débit;447
11/03/1932 07:00;Hauteur;151
10/04/1932 07:00;Débit;930
10/04/1932 07:00;Hauteur;304
28/05/1932 07:00;Débit;569
28/05/1932 07:00;Hauteur;185
08/06/1932 07:00;Débit;579
08/06/1932 07:00;Hauteur;188
20/07/1932 07:00;Débit;225
20/07/1932 07:00;Hauteur;113
24/08/1932 07:00;Débit;149
24/08/1932 07:00;Hauteur;100
26/09/1932 07:00;Débit;146
26/09/1932 07:00;Hauteur;99
31/10/1932 23:59;Débit;541
31/10/1932 23:59;Hauteur;177
03/11/1932 07:00;Débit;715
03/11/1932 07:00;Hauteur;230
05/12/1932 07:00;Débit;456
05/12/1932 07:00;Hauteur;153
13/02/1933 07:00;Débit;556
13/02/1933 07:00;Hauteur;181
28/01/1933 07:00;Débit;511
28/01/1933 07:00;Hauteur;167
13/02/1933 07:00;Débit;556
13/02/1933 07:00;Hauteur;181
05/03/1933 07:00;Débit;530
05/03/1933 07:00;Hauteur;173
17/04/1933 07:00;Débit;195
17/04/1933 07:00;Hauteur;108
20/05/1933 07:00;Débit;359
20/05/1933 07:00;Hauteur;132
30/06/1933 23:59;Débit;262
30/06/1933 23:59;Hauteur;118
01/07/1933 07:00;Débit;286
01/07/1933 07:00;Hauteur;121
17/08/1933 07:00;Débit;261
17/08/1933 07:00;Hauteur;118
19/09/1933 07:00;Débit;207
19/09/1933 07:00;Hauteur;110
04/10/1933 07:00;Débit;149
04/10/1933 07:00;Hauteur;100
11/11/1933 07:00;Débit;348
11/11/1933 07:00;Hauteur;130
16/12/1933 07:00;Débit;517
16/12/1933 07:00;Hauteur;169
23/03/1934 07:00;Débit;725
23/03/1934 07:00;Hauteur;233
21/01/1934 07:00;Débit;588
21/01/1934 07:00;Hauteur;191
01/02/1934 07:00;Débit;428
01/02/1934 07:00;Hauteur;147
23/03/1934 07:00;Débit;725
23/03/1934 07:00;Hauteur;233
01/04/1934 00:01;Débit;518
01/04/1934 00:01;Hauteur;169
08/05/1934 07:00;Débit;332
08/05/1934 07:00;Hauteur;127
13/06/1934 07:00;Débit;213
13/06/1934 07:00;Hauteur;111
02/07/1934 07:00;Débit;343
02/07/1934 07:00;Hauteur;129
17/08/1934 07:00;Débit;149
17/08/1934 07:00;Hauteur;100
19/09/1934 07:00;Débit;176
19/09/1934 07:00;Hauteur;105
23/10/1934 07:00;Débit;153
23/10/1934 07:00;Hauteur;101
14/11/1934 07:00;Débit;238
14/11/1934 07:00;Hauteur;115
28/12/1934 07:00;Débit;553
28/12/1934 07:00;Hauteur;180
27/02/1935 07:00;Débit;1250
27/02/1935 07:00;Hauteur;433
04/01/1935 07:00;Débit;592
04/01/1935 07:00;Hauteur;192
27/02/1935 07:00;Débit;1250
27/02/1935 07:00;Hauteur;433
05/03/1935 07:00;Débit;1180
05/03/1935 07:00;Hauteur;405
30/04/1935 07:00;Débit;747
30/04/1935 07:00;Hauteur;240
01/05/1935 00:01;Débit;738
01/05/1935 00:01;Hauteur;237
08/06/1935 07:00;Débit;359
08/06/1935 07:00;Hauteur;132
16/07/1935 07:00;Débit;195
16/07/1935 07:00;Hauteur;108
29/08/1935 07:00;Débit;164
29/08/1935 07:00;Hauteur;103
14/09/1935 07:00;Débit;135
14/09/1935 07:00;Hauteur;96
21/10/1935 07:00;Débit;124
21/10/1935 07:00;Hauteur;93
15/11/1935 07:00;Débit;253
15/11/1935 07:00;Hauteur;117
23/12/1935 07:00;Débit;985
23/12/1935 07:00;Hauteur;325
23/01/1936 07:00;Débit;1290
23/01/1936 07:00;Hauteur;449
23/01/1936 07:00;Débit;1290
23/01/1936 07:00;Hauteur;449
26/02/1936 07:00;Débit;1220
26/02/1936 07:00;Hauteur;423
01/03/1936 00:01;Débit;799
01/03/1936 00:01;Hauteur;257
07/04/1936 07:00;Débit;553
07/04/1936 07:00;Hauteur;180
01/05/1936 00:01;Débit;416
01/05/1936 00:01;Hauteur;144
24/06/1936 07:00;Débit;213
24/06/1936 07:00;Hauteur;111
25/07/1936 07:00;Débit;442
25/07/1936 07:00;Hauteur;150
06/08/1936 07:00;Débit;543
06/08/1936 07:00;Hauteur;177
30/09/1936 07:00;Débit;332
30/09/1936 07:00;Hauteur;127
04/10/1936 07:00;Débit;245
04/10/1936 07:00;Hauteur;116
22/11/1936 07:00;Débit;491
22/11/1936 07:00;Hauteur;161
13/12/1936 07:00;Débit;286
13/12/1936 07:00;Hauteur;121
04/03/1937 07:00;Débit;1500
04/03/1937 07:00;Hauteur;521
27/01/1937 07:00;Débit;751
27/01/1937 07:00;Hauteur;241
28/02/1937 23:59;Débit;1390
28/02/1937 23:59;Hauteur;485
04/03/1937 07:00;Débit;1500
04/03/1937 07:00;Hauteur;521
04/04/1937 07:00;Débit;770
04/04/1937 07:00;Hauteur;247
01/05/1937 00:01;Débit;567
01/05/1937 00:01;Hauteur;184
10/06/1937 07:00;Débit;354
10/06/1937 07:00;Hauteur;131
02/07/1937 07:00;Débit;392
02/07/1937 07:00;Hauteur;138
05/08/1937 07:00;Débit;231
05/08/1937 07:00;Hauteur;114
16/09/1937 07:00;Débit;164
16/09/1937 07:00;Hauteur;103
30/10/1937 07:00;Débit;386
30/10/1937 07:00;Hauteur;137
26/11/1937 07:00;Débit;213
26/11/1937 07:00;Hauteur;111
18/12/1937 07:00;Débit;447
18/12/1937 07:00;Hauteur;151
02/02/1938 07:00;Débit;916
02/02/1938 07:00;Hauteur;299
31/01/1938 23:59;Débit;867
31/01/1938 23:59;Hauteur;282
02/02/1938 07:00;Débit;916
02/02/1938 07:00;Hauteur;299
04/03/1938 07:00;Débit;410
04/03/1938 07:00;Hauteur;143
08/04/1938 07:00;Débit;170
08/04/1938 07:00;Hauteur;104
10/05/1938 07:00;Débit;176
10/05/1938 07:00;Hauteur;105
26/06/1938 07:00;Débit;146
26/06/1938 07:00;Hauteur;99
05/07/1938 07:00;Débit;201
05/07/1938 07:00;Hauteur;109
17/08/1938 07:00;Débit;149
17/08/1938 07:00;Hauteur;100
02/09/1938 07:00;Débit;404
02/09/1938 07:00;Hauteur;141
04/10/1938 07:00;Débit;131
04/10/1938 07:00;Hauteur;95
24/11/1938 07:00;Débit;225
24/11/1938 07:00;Hauteur;113
09/12/1938 07:00;Débit;343
09/12/1938 07:00;Hauteur;129
04/11/1939 07:00;Débit;1460
04/11/1939 07:00;Hauteur;509
27/01/1939 07:00;Débit;1090
27/01/1939 07:00;Hauteur;367
01/02/1939 00:01;Débit;821
01/02/1939 00:01;Hauteur;265
12/03/1939 07:00;Débit;682
12/03/1939 07:00;Hauteur;220
08/04/1939 07:00;Débit;679
08/04/1939 07:00;Hauteur;219
22/05/1939 07:00;Débit;608
22/05/1939 07:00;Hauteur;197
23/06/1939 07:00;Débit;465
23/06/1939 07:00;Hauteur;155
01/07/1939 07:00;Débit;270
01/07/1939 07:00;Hauteur;119
22/08/1939 07:00;Débit;213
22/08/1939 07:00;Hauteur;111
22/09/1939 07:00;Débit;225
22/09/1939 07:00;Hauteur;113
31/10/1939 23:59;Débit;1280
31/10/1939 23:59;Hauteur;445
04/11/1939 07:00;Débit;1460
04/11/1939 07:00;Hauteur;509
01/12/1939 00:01;Débit;1190
01/12/1939 00:01;Hauteur;411
23/02/1940 07:00;Débit;1200
23/02/1940 07:00;Hauteur;413
31/01/1940 23:59;Débit;916
31/01/1940 23:59;Hauteur;299
23/02/1940 07:00;Débit;1200
23/02/1940 07:00;Hauteur;413
01/03/1940 00:01;Débit;903
01/03/1940 00:01;Hauteur;294
30/04/1940 23:59;Débit;990
30/04/1940 23:59;Hauteur;327
07/05/1940 07:00;Débit;1010
07/05/1940 07:00;Hauteur;335
28/06/1940 07:00;Débit;319
28/06/1940 07:00;Hauteur;125
30/07/1940 07:00;Débit;381
30/07/1940 07:00;Hauteur;136
03/08/1940 07:00;Débit;365
03/08/1940 07:00;Hauteur;133
30/09/1940 23:59;Débit;280
30/09/1940 23:59;Hauteur;120
03/10/1940 07:00;Débit;343
03/10/1940 07:00;Hauteur;129
21/11/1940 07:00;Débit;582
21/11/1940 07:00;Hauteur;189
15/12/1940 07:00;Débit;776
15/12/1940 07:00;Hauteur;249
11/02/1941 07:00;Débit;1660
11/02/1941 07:00;Hauteur;573
31/01/1941 07:00;Débit;1540
31/01/1941 07:00;Hauteur;535
11/02/1941 07:00;Débit;1660
11/02/1941 07:00;Hauteur;573
03/03/1941 07:00;Débit;1190
03/03/1941 07:00;Hauteur;410
10/04/1941 07:00;Débit;757
10/04/1941 07:00;Hauteur;243
01/05/1941 07:00;Débit;419
01/05/1941 07:00;Hauteur;145
17/06/1941 07:00;Débit;679
17/06/1941 07:00;Hauteur;219
01/07/1941 00:01;Débit;440
01/07/1941 00:01;Hauteur;150
05/08/1941 07:00;Débit;270
05/08/1941 07:00;Hauteur;119
12/09/1941 07:00;Débit;195
12/09/1941 07:00;Hauteur;108
03/10/1941 07:00;Débit;319
03/10/1941 07:00;Hauteur;125
04/11/1941 07:00;Débit;381
04/11/1941 07:00;Hauteur;136
22/12/1941 07:00;Débit;456
22/12/1941 07:00;Hauteur;153
09/03/1942 07:00;Hauteur;345
29/01/1942 07:00;Débit;877
29/01/1942 07:00;Hauteur;285
02/02/1942 07:00;Débit;837
02/02/1942 07:00;Hauteur;271
09/03/1942 07:00;Débit;1030
09/03/1942 07:00;Hauteur;345
01/04/1942 00:01;Débit;576
01/04/1942 00:01;Hauteur;187
04/05/1942 07:00;Débit;176
04/05/1942 07:00;Hauteur;105
18/06/1942 07:00;Débit;213
18/06/1942 07:00;Hauteur;111
06/07/1942 07:00;Débit;253
06/07/1942 07:00;Hauteur;117
11/08/1942 07:00;Débit;120
11/08/1942 07:00;Hauteur;92
14/09/1942 07:00;Débit;153
14/09/1942 07:00;Hauteur;101
31/10/1942 23:59;Débit;401
31/10/1942 23:59;Hauteur;140
03/11/1942 07:00;Débit;556
03/11/1942 07:00;Hauteur;181
23/12/1942 07:00;Débit;404
23/12/1942 07:00;Hauteur;141
17/01/1943 07:00;Débit;1090
17/01/1943 07:00;Hauteur;369
17/01/1943 07:00;Débit;1090
17/01/1943 07:00;Hauteur;369
18/02/1943 07:00;Débit;582
18/02/1943 07:00;Hauteur;189
01/03/1943 07:00;Débit;404
01/03/1943 07:00;Hauteur;141
04/04/1943 07:00;Débit;146
04/04/1943 07:00;Hauteur;99
08/05/1943 07:00;Débit;731
08/05/1943 07:00;Hauteur;235
07/06/1943 07:00;Débit;146
07/06/1943 07:00;Hauteur;99
01/07/1943 07:00;Débit;113
01/07/1943 07:00;Hauteur;89
21/08/1943 07:00;Débit;131
21/08/1943 07:00;Hauteur;95
23/09/1943 07:00;Débit;107
23/09/1943 07:00;Hauteur;85
24/10/1943 07:00;Débit;131
24/10/1943 07:00;Hauteur;95
29/11/1943 07:00;Débit;176
29/11/1943 07:00;Hauteur;105
06/12/1943 07:00;Débit;419
06/12/1943 07:00;Hauteur;145
04/12/1944 07:00;Débit;1750
04/12/1944 07:00;Hauteur;603
29/01/1944 07:00;Débit;456
29/01/1944 07:00;Hauteur;153
13/02/1944 07:00;Débit;708
13/02/1944 07:00;Hauteur;228
19/03/1944 07:00;Débit;397
19/03/1944 07:00;Hauteur;139
07/04/1944 07:00;Débit;176
07/04/1944 07:00;Hauteur;105
08/05/1944 07:00;Débit;138
08/05/1944 07:00;Hauteur;97
18/06/1944 07:00;Débit;117
18/06/1944 07:00;Hauteur;91
11/07/1944 07:00;Débit;131
11/07/1944 07:00;Hauteur;95
29/08/1944 07:00;Débit;225
29/08/1944 07:00;Hauteur;113
07/09/1944 07:00;Débit;176
07/09/1944 07:00;Hauteur;105
28/10/1944 07:00;Débit;397
28/10/1944 07:00;Hauteur;139
30/11/1944 23:59;Débit;1500
30/11/1944 23:59;Hauteur;524
04/12/1944 07:00;Débit;1750
04/12/1944 07:00;Hauteur;603
16/02/1945 07:00;Débit;2010
16/02/1945 07:00;Hauteur;685
10/01/1945 07:00;Débit;718
10/01/1945 07:00;Hauteur;231
16/02/1945 07:00;Débit;2010
16/02/1945 07:00;Hauteur;685
01/03/1945 00:01;Débit;767
01/03/1945 00:01;Hauteur;246
01/04/1945 07:00;Débit;286
01/04/1945 07:00;Hauteur;121
11/05/1945 07:00;Débit;153
11/05/1945 07:00;Hauteur;101
22/06/1945 07:00;Débit;146
22/06/1945 07:00;Hauteur;99
10/07/1945 07:00;Débit;176
10/07/1945 07:00;Hauteur;105
27/08/1945 07:00;Débit;149
27/08/1945 07:00;Hauteur;100
27/09/1945 07:00;Débit;146
27/09/1945 07:00;Hauteur;99
03/10/1945 07:00;Débit;153
03/10/1945 07:00;Hauteur;101
12/11/1945 07:00;Débit;127
12/11/1945 07:00;Hauteur;94
31/12/1945 07:00;Débit;354
31/12/1945 07:00;Hauteur;131
13/02/1946 07:00;Hauteur;247
17/01/1946 07:00;Débit;376
17/01/1946 07:00;Hauteur;135
13/02/1946 07:00;Débit;770
13/02/1946 07:00;Hauteur;247
08/03/1946 07:00;Débit;699
08/03/1946 07:00;Hauteur;225
29/04/1946 07:00;Débit;225
29/04/1946 07:00;Hauteur;113
18/05/1946 07:00;Débit;270
18/05/1946 07:00;Hauteur;119
30/06/1946 23:59;Débit;397
30/06/1946 23:59;Hauteur;139
01/07/1946 07:00;Débit;433
01/07/1946 07:00;Hauteur;148
04/08/1946 07:00;Débit;213
04/08/1946 07:00;Hauteur;111
03/09/1946 07:00;Débit;201
